房屋信息链接,房屋地址,户型,房屋面积,朝向,装修,楼层,年份,房屋类型,价格,城市
https://cq.lianjia.com/ershoufang/106121222605.html,华融现代城    -  海尔路 ,2室1厅 ,74, 南 , 精装 , 高楼层(共31层)  ,暂无数据, 塔楼,67,杭州
https://cq.lianjia.com/ershoufang/106121466430.html,南山筱筑    -  南山 ,1室1厅 ,48, 东 , 精装 , 6层 ,2015, 板塔结合,35,杭州
https://cq.lianjia.com/ershoufang/106120838772.html,华侨城云溪别院二期    -  礼嘉 ,4室2厅 ,138, 东南 , 精装 , 高楼层(共8层)  ,暂无数据, 塔楼,242,杭州
https://cq.lianjia.com/ershoufang/106121194218.html,春天花园    -  回兴 ,4室2厅 ,171, 西南 , 精装 , 中楼层(共11层) ,2004, 板塔结合,105,杭州
https://cq.lianjia.com/ershoufang/106121404228.html,翠苑小区    -  石马河 ,1室1厅 ,64, 东 , 毛坯 , 7层  ,暂无数据, 平房,42,杭州
https://cq.lianjia.com/ershoufang/106121493964.html,天正璧城中央    -  璧山 ,2室2厅 ,71, 西北 , 精装 , 中楼层(共28层)  ,暂无数据, 塔楼,43.8,杭州
https://cq.lianjia.com/ershoufang/106121440613.html,碧桂园渝南首府二期    -  李家沱 ,2室2厅 ,57, 西南 , 精装 , 低楼层(共18层)  ,暂无数据, 塔楼,60,杭州
https://cq.lianjia.com/ershoufang/106121123035.html,云满庭C区    -  南坪 ,2室1厅 ,90, 南 , 简装 , 33层 ,2008, 板塔结合,83,杭州
https://cq.lianjia.com/ershoufang/106120736991.html,融汇半岛江上公馆    -  融汇半岛 ,2室2厅 ,89, 西北 , 毛坯 , 中楼层(共33层)  ,暂无数据, 板塔结合,59,杭州
https://cq.lianjia.com/ershoufang/106120400533.html,宏锦鑫都    -  李家沱 ,2室1厅 ,62, 东 , 精装 , 中楼层(共29层)  ,暂无数据, 塔楼,37.8,杭州
https://cq.lianjia.com/ershoufang/106120846557.html,燃气嘉陵小区    -  观音桥 ,3室2厅 ,108, 西 , 简装 , 高楼层(共33层) ,2003, 塔楼,96,杭州
https://cq.lianjia.com/ershoufang/106120885953.html,奥园越时代D区    -  茶园新区 ,3室1厅 ,77, 南 , 毛坯 , 18层 ,2017, 板塔结合,73,杭州
https://cq.lianjia.com/ershoufang/106120837295.html,富力白鹭湾鉴湖    -  璧山 ,3室2厅 ,101, 南 北 , 毛坯 , 高楼层(共17层)  ,暂无数据, 塔楼,62,杭州
https://cq.lianjia.com/ershoufang/106121219523.html,星麓原悦郡    -  鹿角 ,3室1厅 ,99, 南 , 毛坯 , 低楼层(共33层)  ,暂无数据, 塔楼,70,杭州
https://cq.lianjia.com/ershoufang/106120002711.html,首创光和城三期    -  西永 ,2室2厅 ,76, 西北 , 精装 , 中楼层(共26层) ,2013, 塔楼,78,杭州
https://cq.lianjia.com/ershoufang/106117696537.html,隆鑫花漾汇    -  西永 ,3室1厅 ,112, 南 , 毛坯 , 高楼层(共10层) ,2014, 塔楼,77.5,杭州
https://cq.lianjia.com/ershoufang/106120056658.html,寰宇天下天玺    -  江北嘴 ,3室2厅 ,120, 西南 , 精装 , 高楼层(共45层) ,2016, 塔楼,248,杭州
https://cq.lianjia.com/ershoufang/106116252489.html,重庆融创文旅城御澜    -  西永 ,4室2厅 ,130, 东南 , 毛坯 , 中楼层(共26层) ,2021, 塔楼,113.5,杭州
https://cq.lianjia.com/ershoufang/106121047940.html,中海寰宇时代    -  嘉州 ,2室2厅 ,77, 东南 , 精装 , 低楼层(共30层) ,2024, 板塔结合,165,杭州
https://cq.lianjia.com/ershoufang/106121236766.html,碚峡路    -  朝阳区 ,2室1厅 ,75, 东南 , 简装 , 高楼层(共10层)  ,暂无数据, 平房,20,杭州
https://cq.lianjia.com/ershoufang/106120572688.html,叠彩西城B区    -  华岩 ,2室1厅 ,75, 南 , 精装 , 33层  ,暂无数据, 塔楼,66,杭州
https://cq.lianjia.com/ershoufang/106113245313.html,恒大御都会    -  龙溪 ,1室1厅 ,51, 南 , 简装 , 高楼层(共18层)  ,暂无数据, 板塔结合,48,杭州
https://cq.lianjia.com/ershoufang/106114668898.html,望江府公园里    -  悦来 ,4室2厅 ,158, 南 北 , 毛坯 , 中楼层(共8层)  ,暂无数据, 暂无数据,165,杭州
https://cq.lianjia.com/ershoufang/106116953303.html,龙湖春森彼岸    -  北滨路 ,2室1厅 ,101, 西南 西 , 毛坯 , 32层 ,2009, 塔楼,158,杭州
https://cq.lianjia.com/ershoufang/106111007364.html,金科金辉美院A区    -  蔡家 ,3室2厅 ,91, 西南 , 毛坯 , 高楼层(共32层) ,2019, 塔楼,71,杭州
https://cq.lianjia.com/ershoufang/106115849964.html,龙湖揽境    -  九曲河 ,4室2厅 ,181, 南 , 毛坯 , 10层 ,2020, 板楼,308,杭州
https://cq.lianjia.com/ershoufang/106121388406.html,凤凰花苑    -  凤天路 ,2室1厅 ,71, 东 , 毛坯 , 低楼层(共32层) ,2010, 塔楼,45,杭州
https://cq.lianjia.com/ershoufang/106114335007.html,金阳第一农场大学城    -  大学城 ,4室2厅 ,167, 南 , 毛坯 , 3层  ,, 联排别墅 ,132,杭州
https://cq.lianjia.com/ershoufang/106120742605.html,曼哈顿二期半山壹号    -  李家沱 ,3室1厅 ,77, 南 , 简装 , 31层 ,2010, 塔楼,45,杭州
https://cq.lianjia.com/ershoufang/106119997662.html,望江府花漫里    -  悦来 ,5室2厅 ,197, 东南 , 毛坯 , 中楼层(共8层)  ,暂无数据, 板楼,199,杭州
https://cq.lianjia.com/ershoufang/106121081110.html,中渝春华秋实二期    -  大学城 ,2室1厅 ,56, 南 , 精装 , 低楼层(共31层) ,2014, 塔楼,43,杭州
https://cq.lianjia.com/ershoufang/106121452128.html,金桂苑（璧山）    -  璧山 ,3室2厅 ,141, 南 北 , 精装 , 中楼层(共8层) ,2010, 板楼,39.8,杭州
https://cq.lianjia.com/ershoufang/106121273123.html,恒大城二期    -  李家沱 ,2室2厅 ,85, 西南 , 精装 , 11层 ,2010, 板楼,80,杭州
https://cq.lianjia.com/ershoufang/106108954378.html,龙湖开元    -  陈家桥 ,4室2厅 ,139, 西 , 毛坯 , 8层 ,2018, 板楼,167,杭州
https://cq.lianjia.com/ershoufang/106121406232.html,佳兆业滨江新城墨香庭    -  九宫庙 ,2室1厅 ,66, 东 , 精装 , 高楼层(共32层)  ,暂无数据, 塔楼,52,杭州
https://cq.lianjia.com/ershoufang/106120310645.html,桂花园新村社区    -  两路口 ,2室1厅 ,59, 南 , 精装 , 10层 ,2000, 塔楼,37,杭州
https://cq.lianjia.com/ershoufang/106120766589.html,朗诗未来时光    -  璧山 ,3室2厅 ,99, 南 , 毛坯 , 中楼层(共8层)  ,暂无数据, 暂无数据,56,杭州
https://cq.lianjia.com/ershoufang/106121388981.html,万科城    -  照母山 ,2室2厅 ,86, 西南 , 精装 , 26层 ,2014, 塔楼,95,杭州
https://cq.lianjia.com/ershoufang/106114071859.html,金科天宸8街区    -  西永 ,4室2厅 ,135, 南 , 毛坯 , 低楼层(共10层) ,2016, 板塔结合,147,杭州
https://cq.lianjia.com/ershoufang/106115379536.html,恒大御龙天峰    -  北滨路 ,4室1厅 ,175, 南 北 , 毛坯 , 11层 ,2017, 板楼,268,杭州
https://cq.lianjia.com/ershoufang/106118761160.html,逸馨苑    -  步行街 ,3室2厅 ,148, 南 , 毛坯 , 中楼层(共12层) ,2003, 板楼,85,杭州
https://cq.lianjia.com/ershoufang/106121562829.html,叠彩西城B区    -  华岩 ,3室1厅 ,73, 南 , 精装 , 33层  ,暂无数据, 塔楼,62,杭州
https://cq.lianjia.com/ershoufang/106114665137.html,首创光和城二期    -  西永 ,2室2厅 ,85, 东 南 , 毛坯 , 高楼层(共26层) ,2015, 板楼,73,杭州
https://cq.lianjia.com/ershoufang/106116394534.html,西派城一期    -  海尔路 ,4室2厅 ,186, 东 , 精装 , 44层 ,2020, 板楼,310,杭州
https://cq.lianjia.com/ershoufang/106120794101.html,九杨兴村    -  石坪桥 ,2室1厅 ,69, 东 , 精装 , 中楼层(共7层) ,2004, 板楼,38,杭州
https://cq.lianjia.com/ershoufang/106119585093.html,东方港湾    -  大石坝 ,4室2厅 ,149, 南 , 精装 , 高楼层(共26层) ,2010, 塔楼,110,杭州
https://cq.lianjia.com/ershoufang/106113660676.html,富州新城兰亭    -  石桥铺 ,4室1厅 ,107, 西北 , 毛坯 , 33层  ,暂无数据, 塔楼,134,杭州
https://cq.lianjia.com/ershoufang/106120941742.html,融创白象街    -  解放碑 ,1室0厅 ,29, 西 , 毛坯 , 39层 ,2019, 塔楼,45,杭州
https://cq.lianjia.com/ershoufang/106121257065.html,佳汇苑东苑    -  蔡家 ,2室1厅 ,66, 南 , 精装 , 高楼层(共11层)  ,暂无数据, 平房,37,杭州
https://cq.lianjia.com/ershoufang/106118215411.html,康田蔚蓝海C区    -  照母山 ,3室2厅 ,110, 东南 , 精装 , 低楼层(共9层) ,2017, 板楼,165,杭州
https://cq.lianjia.com/ershoufang/106116081469.html,首创城    -  双碑 ,2室2厅 ,64, 南 , 精装 , 低楼层(共33层) ,2017, 塔楼,70,杭州
https://cq.lianjia.com/ershoufang/106120481043.html,融汇温泉城锦华里    -  梨树湾 ,3室2厅 ,89, 南 , 精装 , 32层 ,2014, 塔楼,85,杭州
https://cq.lianjia.com/ershoufang/106118096397.html,渝开发格莱美城    -  西永 ,2室2厅 ,77, 南 , 精装 , 中楼层(共32层)  ,暂无数据, 板塔结合,58,杭州
https://cq.lianjia.com/ershoufang/106121015921.html,万云府    -  西永 ,3室2厅 ,99, 南 , 毛坯 , 低楼层(共18层)  ,暂无数据, 塔楼,86,杭州
https://cq.lianjia.com/ershoufang/106115732123.html,上邦高尔夫国际社区B组团    -  白市驿 ,4室2厅 ,254, 南 北 , 精装 , 低楼层(共2层)  ,暂无数据, 板塔结合,280,杭州
https://cq.lianjia.com/ershoufang/106120381773.html,百年世家    -  劳动路 ,1室1厅 ,63, 东南 , 简装 , 中楼层(共31层) ,2005, 塔楼,45,杭州
https://cq.lianjia.com/ershoufang/106120400155.html,枫香桂园    -  璧山 ,3室1厅 ,95, 南 , 毛坯 , 中楼层(共17层)  ,暂无数据, 板塔结合,60,杭州
https://cq.lianjia.com/ershoufang/106121234083.html,龙湖西宸原著四五组团    -  大学城 ,4室1厅 ,132, 东 , 毛坯 , 低楼层(共8层)  ,暂无数据, 板楼,220,杭州
https://cq.lianjia.com/ershoufang/106118124491.html,海德旭园    -  回兴 ,3室1厅 ,81, 南 , 简装 , 低楼层(共9层)  ,暂无数据, 板塔结合,52,杭州
https://cq.lianjia.com/ershoufang/106120585950.html,首创光和城二期    -  西永 ,3室2厅 ,92, 南 , 简装 , 高楼层(共26层) ,2014, 塔楼,75,杭州
https://cq.lianjia.com/ershoufang/106119475006.html,柏景龙庭    -  蟠龙 ,4室2厅 ,110, 东 东南 , 精装 , 24层  ,暂无数据, 塔楼,105,杭州
https://cq.lianjia.com/ershoufang/106117880786.html,富力城天禧    -  大学城 ,3室2厅 ,101, 北 , 毛坯 , 高楼层(共33层)  ,暂无数据, 塔楼,77,杭州
https://cq.lianjia.com/ershoufang/106116035743.html,北辰悦来壹号璟悦    -  悦来 ,3室2厅 ,113, 东南 , 毛坯 , 高楼层(共8层)  ,暂无数据, 板塔结合,110,杭州
https://cq.lianjia.com/ershoufang/106120064435.html,加州1号    -  嘉州 ,2室2厅 ,75, 东南 , 精装 , 高楼层(共30层) ,2008, 塔楼,73,杭州
https://cq.lianjia.com/ershoufang/106118448272.html,润都世纪    -  人和 ,1室0厅 ,51, 南 , 精装 , 高楼层(共32层) ,2010, 塔楼,39,杭州
https://cq.lianjia.com/ershoufang/106118828401.html,罗宾森广场尚城华府    -  解放碑 ,2室2厅 ,82, 西北 , 精装 , 47层 ,2020, 塔楼,126,杭州
https://cq.lianjia.com/ershoufang/106120076003.html,中铁北美时光    -  茶园新区 ,4室1厅 ,117, 南 , 精装 , 中楼层(共8层) ,2015, 板楼,128,杭州
https://cq.lianjia.com/ershoufang/106119080040.html,金科中建集美阳光    -  跳蹬 ,3室2厅 ,99, 东 , 精装 , 33层  ,暂无数据, 板塔结合,85.8,杭州
https://cq.lianjia.com/ershoufang/106119128260.html,中瓯璧河名都    -  璧山 ,4室2厅 ,139, 东南 , 其他 , 中楼层(共31层) ,2015, 板塔结合,65,杭州
https://cq.lianjia.com/ershoufang/106120452127.html,长龙家园一区    -  五桥 ,3室2厅 ,75, 北 , 精装 , 低楼层(共11层)  ,暂无数据, 暂无数据,45,杭州
https://cq.lianjia.com/ershoufang/106118794748.html,北辰悦来壹号璟悦    -  悦来 ,3室2厅 ,98, 东南 , 毛坯 , 中楼层(共33层)  ,暂无数据, 塔楼,76,杭州
https://cq.lianjia.com/ershoufang/106120739766.html,金科中央公园城（璧山）5号6号9号门    -  璧山 ,3室2厅 ,115, 东南 , 精装 , 高楼层(共34层)  ,暂无数据, 塔楼,75,杭州
https://cq.lianjia.com/ershoufang/106120719167.html,云飞九龙香山    -  双山 ,3室2厅 ,82, 西南 , 毛坯 , 中楼层(共27层)  ,暂无数据, 塔楼,52,杭州
https://cq.lianjia.com/ershoufang/106120704500.html,融景城臻苑    -  五里店 ,3室2厅 ,100, 北 , 毛坯 , 高楼层(共40层) ,2019, 塔楼,158,杭州
https://cq.lianjia.com/ershoufang/106121227958.html,财信渝中城    -  解放碑 ,1室0厅 ,39, 西 , 精装 , 42层 ,2017, 塔楼,55,杭州
https://cq.lianjia.com/ershoufang/106121326606.html,寿城水岸    -  古镇片区 ,3室2厅 ,106, 西南 , 精装 , 中楼层(共33层) ,2012, 塔楼,50.8,杭州
https://cq.lianjia.com/ershoufang/106120811392.html,云水苑    -  鱼洞 ,3室2厅 ,66, 东南 , 毛坯 , 中楼层(共18层) ,2016, 塔楼,24.8,杭州
https://cq.lianjia.com/ershoufang/106121380270.html,安泰城市理想    -  冉家坝 ,3室2厅 ,92, 南 北 , 精装 , 低楼层(共34层) ,2016, 塔楼,126,杭州
https://cq.lianjia.com/ershoufang/106114675834.html,鲁能泰山7号十一街区    -  中央公园 ,4室2厅 ,135, 南 , 毛坯 , 上叠(共4层)  ,, 叠拼别墅 ,196,杭州
https://cq.lianjia.com/ershoufang/106117293609.html,御林    -  西永 ,4室1厅 ,100, 南 , 毛坯 , 中楼层(共33层) ,2018, 塔楼,79.9,杭州
https://cq.lianjia.com/ershoufang/106120232839.html,佳兆业滨江新城江城时光    -  九宫庙 ,3室2厅 ,95, 南 , 毛坯 , 高楼层(共33层)  ,暂无数据, 塔楼,73,杭州
https://cq.lianjia.com/ershoufang/106120599337.html,恒大城天御    -  李家沱 ,3室2厅 ,120, 西南 , 精装 , 高楼层(共42层) ,2011, 塔楼,85,杭州
https://cq.lianjia.com/ershoufang/106119107007.html,芷岸小区    -  璧山 ,4室2厅 ,137, 东 东南 , 毛坯 , 中楼层(共11层) ,2021, 板楼,101,杭州
https://cq.lianjia.com/ershoufang/106110923278.html,朗俊中心    -  黄泥磅 ,1室1厅 ,32, 东南 , 精装 , 高楼层(共32层) ,2013, 板塔结合,36,杭州
https://cq.lianjia.com/ershoufang/106119580608.html,中兴渝景苑    -  人和 ,5室2厅 ,185, 东南 , 简装 , 高楼层(共11层) ,2007, 塔楼,180,杭州
https://cq.lianjia.com/ershoufang/106121111403.html,融创春晖十里阅峰庭    -  九宫庙 ,3室2厅 ,92, 南 , 精装 , 34层  ,暂无数据, 塔楼,83.5,杭州
https://cq.lianjia.com/ershoufang/106115895445.html,富力城天禧    -  大学城 ,2室2厅 ,77, 南 , 精装 , 高楼层(共33层)  ,暂无数据, 塔楼,69,杭州
https://cq.lianjia.com/ershoufang/106121146196.html,金科天宸十二街区    -  西永 ,1室1厅 ,31, 东南 , 毛坯 , 高楼层(共12层)  ,暂无数据, 暂无数据,13.5,杭州
https://cq.lianjia.com/ershoufang/106119604912.html,富州平顶山    -  天星桥 ,3室2厅 ,100, 东南 , 精装 , 中楼层(共21层) ,2022, 塔楼,113,杭州
https://cq.lianjia.com/ershoufang/106120221512.html,金阳闲庭居    -  南坪 ,3室2厅 ,140, 东南 , 精装 , 33层 ,2006, 塔楼,136,杭州
https://cq.lianjia.com/ershoufang/106119957633.html,华润置地悦府    -  谢家湾 ,4室2厅 ,169, 东南 , 精装 , 57层  ,暂无数据, 塔楼,390,杭州
https://cq.lianjia.com/ershoufang/106121594234.html,银河碧水蓝天（一期）    -  五桥 ,2室1厅 ,71, 南 , 其他 , 低楼层(共7层)  ,暂无数据, 暂无数据,30,杭州
https://cq.lianjia.com/ershoufang/106121537682.html,新天泽樾麓台    -  蔡家 ,3室2厅 ,99, 南 , 毛坯 , 高楼层(共18层)  ,暂无数据, 暂无数据,80,杭州
https://cq.lianjia.com/ershoufang/106121541440.html,金港尚城    -  弹子石 ,3室2厅 ,91, 东南 , 简装 , 28层 ,2007, 塔楼,73,杭州
https://cq.lianjia.com/ershoufang/106121557551.html,金地自在城愉悦天域    -  华岩 ,3室1厅 ,90, 西南 , 精装 , 低楼层(共33层)  ,暂无数据, 塔楼,76.8,杭州
https://cq.lianjia.com/ershoufang/106112553854.html,羲城蓝湾    -  大学城 ,3室1厅 ,91, 东南 , 其他 , 高楼层(共31层) ,2012, 板塔结合,58,杭州
https://cq.lianjia.com/ershoufang/106111602313.html,御铂北区    -  西永 ,3室2厅 ,96, 南 , 精装 , 低楼层(共14层) ,2022, 板塔结合,103,杭州
https://cq.lianjia.com/ershoufang/106119896728.html,嘉陵春和景明98号    -  璧山 ,2室1厅 ,63, 东南 , 精装 , 高楼层(共33层)  ,暂无数据, 板塔结合,36.8,杭州
https://cq.lianjia.com/ershoufang/106120033274.html,汉渝路一巷    -  两路 ,2室1厅 ,105, 南 , 简装 , 中楼层(共9层)  ,暂无数据, 暂无数据,29.8,杭州
https://cq.lianjia.com/ershoufang/106120074028.html,融创春晖十里岚峰庭    -  九宫庙 ,3室1厅 ,82, 西 , 精装 , 33层  ,暂无数据, 塔楼,66,杭州
https://cq.lianjia.com/ershoufang/106120225046.html,凯帆壹品江南    -  江南新区 ,3室2厅 ,119, 南 , 精装 , 低楼层(共18层)  ,暂无数据, 板塔结合,65,杭州
https://cq.lianjia.com/ershoufang/106119778365.html,南方花园B区    -  石桥铺 ,5室2厅 ,273, 东南 , 简装 , 11层  ,暂无数据, 板楼,125,杭州
https://cq.lianjia.com/ershoufang/106120397402.html,曾家岩社区    -  大溪沟 ,2室1厅 ,57, 南 北 , 精装 , 10层 ,1996, 塔楼,36,杭州
https://cq.lianjia.com/ershoufang/106120057549.html,鲁能领秀城骏府    -  茶园新区 ,2室1厅 ,78, 南 , 精装 , 9层  ,暂无数据, 板楼,79,杭州
https://cq.lianjia.com/ershoufang/106120539672.html,黛瑰苑    -  回兴 ,2室2厅 ,75, 南 北 , 精装 , 高楼层(共18层)  ,暂无数据, 板塔结合,69,杭州
https://cq.lianjia.com/ershoufang/106120191678.html,重庆融创文旅城汀兰岸    -  西永 ,3室2厅 ,88, 南 , 其他 , 高楼层(共32层)  ,暂无数据, 塔楼,62,杭州
https://cq.lianjia.com/ershoufang/106120511495.html,天正璧城中央    -  璧山 ,2室2厅 ,77, 东南 , 精装 , 低楼层(共30层)  ,暂无数据, 塔楼,38.8,杭州
https://cq.lianjia.com/ershoufang/106120260010.html,融科金色时代二期    -  李家沱 ,2室2厅 ,69, 南 , 精装 , 中楼层(共8层) ,2017, 板楼,53,杭州
https://cq.lianjia.com/ershoufang/106120279325.html,融汇半岛拾光公馆    -  融汇半岛 ,4室2厅 ,128, 东南 , 毛坯 , 高楼层(共30层)  ,暂无数据, 塔楼,86.8,杭州
https://cq.lianjia.com/ershoufang/106120176225.html,锦上华庭    -  新牌坊 ,3室2厅 ,146, 南 , 精装 , 中楼层(共8层) ,2010, 板楼,180,杭州
https://cq.lianjia.com/ershoufang/106120273905.html,荣安九龙壹号    -  黄桷坪 ,3室2厅 ,98, 南 , 毛坯 , 17层 ,2021, 塔楼,153,杭州
https://cq.lianjia.com/ershoufang/106120405654.html,双福时代广场启辰    -  双福新区 ,4室2厅 ,135, 南 , 精装 , 中楼层(共27层)  ,暂无数据, 板塔结合,63,杭州
https://cq.lianjia.com/ershoufang/106120381715.html,融汇半岛二期    -  融汇半岛 ,3室2厅 ,108, 南 北 , 精装 , 高楼层(共30层) ,2008, 塔楼,76,杭州
https://cq.lianjia.com/ershoufang/106120417913.html,美利山公园城市    -  鸳鸯 ,2室2厅 ,87, 南 北 , 精装 , 高楼层(共32层)  ,暂无数据, 塔楼,95,杭州
https://cq.lianjia.com/ershoufang/106120510193.html,富力城新壹站    -  大学城 ,3室1厅 ,87, 南 , 精装 , 低楼层(共34层) ,2019, 板塔结合,86,杭州
https://cq.lianjia.com/ershoufang/106121134763.html,上品拾陆    -  黄泥磅 ,3室2厅 ,94, 南 , 精装 , 38层 ,2009, 塔楼,108,杭州
https://cq.lianjia.com/ershoufang/106113245313.html,恒大御都会    -  龙溪 ,1室1厅 ,51, 南 , 简装 , 高楼层(共18层)  ,暂无数据, 板塔结合,48,杭州
https://cq.lianjia.com/ershoufang/106112363438.html,同景国际P组团    -  茶园新区 ,2室2厅 ,62, 东南 南 , 精装 , 14层 ,2012, 板塔结合,49,杭州
https://cq.lianjia.com/ershoufang/106116953303.html,龙湖春森彼岸    -  北滨路 ,2室1厅 ,101, 西南 西 , 毛坯 , 32层 ,2009, 塔楼,158,杭州
https://cq.lianjia.com/ershoufang/106116313786.html,黛山道8号    -  璧山 ,4室2厅 ,127, 北 东北 , 毛坯 , 高楼层(共8层)  ,暂无数据, 暂无数据,81.3,杭州
https://cq.lianjia.com/ershoufang/106121194218.html,春天花园    -  回兴 ,4室2厅 ,171, 西南 , 精装 , 中楼层(共11层) ,2004, 板塔结合,105,杭州
https://cq.lianjia.com/ershoufang/106119557386.html,银中大厦    -  两路口 ,2室1厅 ,87, 东南 , 简装 , 31层 ,2001, 塔楼,82,杭州
https://cq.lianjia.com/ershoufang/106116225303.html,桃园小区茶亭北路    -  大坪 ,3室2厅 ,138, 南 , 简装 , 8层  ,暂无数据, 板楼,110,杭州
https://cq.lianjia.com/ershoufang/106116428154.html,中亿阳明山水    -  海尔路 ,3室2厅 ,113, 西北 , 精装 , 中楼层(共32层) ,2011, 塔楼,138,杭州
https://cq.lianjia.com/ershoufang/106118744347.html,兴胜路    -  杨家坪 ,2室1厅 ,56, 南 , 精装 , 中楼层(共9层)  ,暂无数据, 板楼,35,杭州
https://cq.lianjia.com/ershoufang/106118492251.html,渝开发格莱美城    -  西永 ,3室1厅 ,88, 东南 , 毛坯 , 中楼层(共15层)  ,暂无数据, 板塔结合,66.6,杭州
https://cq.lianjia.com/ershoufang/106121234083.html,龙湖西宸原著四五组团    -  大学城 ,4室1厅 ,132, 东 , 毛坯 , 低楼层(共8层)  ,暂无数据, 板楼,220,杭州
https://cq.lianjia.com/ershoufang/106121349033.html,庆隆南山高尔夫国际社区玺馆    -  茶园新区 ,1室2厅 ,58, 东南 , 精装 , 14层 ,2013, 板塔结合,42.8,杭州
https://cq.lianjia.com/ershoufang/106118794748.html,北辰悦来壹号璟悦    -  悦来 ,3室2厅 ,98, 东南 , 毛坯 , 中楼层(共33层)  ,暂无数据, 塔楼,76,杭州
https://cq.lianjia.com/ershoufang/106121123035.html,云满庭C区    -  南坪 ,2室1厅 ,90, 南 , 简装 , 33层 ,2008, 板塔结合,83,杭州
https://cq.lianjia.com/ershoufang/106121469511.html,中国摩三期柯榄佳苑    -  空港新城 ,2室2厅 ,71, 东南 , 毛坯 , 高楼层(共23层)  ,暂无数据, 塔楼,39.8,杭州
https://cq.lianjia.com/ershoufang/106121464262.html,洺悦府    -  大石坝 ,4室1厅 ,129, 南 , 精装 , 42层  ,暂无数据, 塔楼,175,杭州
https://cq.lianjia.com/ershoufang/106120939224.html,裕城万卷山    -  双福新区 ,3室2厅 ,98, 南 , 精装 , 中楼层(共33层)  ,暂无数据, 塔楼,57.5,杭州
https://cq.lianjia.com/ershoufang/106120854453.html,学府苑(南岸)    -  四公里 ,4室2厅 ,140, 东南 南 西南 , 精装 , 18层  ,暂无数据, 板塔结合,115,杭州
https://cq.lianjia.com/ershoufang/106121466219.html,十八梯综合楼    -  解放碑 ,2室2厅 ,66, 南 , 精装 , 29层  ,暂无数据, 塔楼,59,杭州
https://cq.lianjia.com/ershoufang/106121440980.html,华宇星云汇星领地    -  杨公桥 ,3室2厅 ,76, 南 , 精装 , 中楼层(共32层) ,2016, 塔楼,83,杭州
https://cq.lianjia.com/ershoufang/106115406536.html,龙湖椿山小苑    -  蔡家 ,4室2厅 ,129, 东南 , 毛坯 , 中楼层(共14层)  ,暂无数据, 塔楼,88,杭州
https://cq.lianjia.com/ershoufang/106121127850.html,华美时代城    -  石坪桥 ,3室1厅 ,107, 东南 , 精装 , 31层 ,2013, 塔楼,100,杭州
https://cq.lianjia.com/ershoufang/106121390205.html,科技学院家属区    -  大坪 ,3室1厅 ,72, 东南 , 简装 , 7层  ,暂无数据, 板楼,57,杭州
https://cq.lianjia.com/ershoufang/106121388925.html,天邻山水北区    -  双山 ,1室1厅 ,55, 南 , 毛坯 , 低楼层(共30层)  ,暂无数据, 塔楼,29,杭州
https://cq.lianjia.com/ershoufang/106120572688.html,叠彩西城B区    -  华岩 ,2室1厅 ,75, 南 , 精装 , 33层  ,暂无数据, 塔楼,66,杭州
https://cq.lianjia.com/ershoufang/106120751757.html,国航小区    -  嘉州 ,3室1厅 ,92, 北 , 精装 , 高楼层(共9层)  ,暂无数据, 塔楼,64,杭州
https://cq.lianjia.com/ershoufang/106118975280.html,立源地    -  大坪 ,3室2厅 ,142, 东南 , 精装 , 18层 ,2002, 塔楼,123.6,杭州
https://cq.lianjia.com/ershoufang/106121219523.html,星麓原悦郡    -  鹿角 ,3室1厅 ,99, 南 , 毛坯 , 低楼层(共33层)  ,暂无数据, 塔楼,70,杭州
https://cq.lianjia.com/ershoufang/106121417140.html,朵力迎宾大道    -  双山 ,3室1厅 ,107, 东 , 精装 , 34层 ,2017, 板塔结合,89,杭州
https://cq.lianjia.com/ershoufang/106121194396.html,荣盛观云郡观天下组团    -  双山 ,4室2厅 ,110, 南 , 毛坯 , 低楼层(共32层)  ,暂无数据, 板塔结合,66.8,杭州
https://cq.lianjia.com/ershoufang/106121418608.html,融科海阔天空    -  鸳鸯 ,3室1厅 ,91, 南 , 精装 , 低楼层(共33层) ,2011, 塔楼,98,杭州
https://cq.lianjia.com/ershoufang/106116230792.html,长嘉汇二期    -  南滨路 ,1室1厅 ,37, 南 , 精装 , 28层 ,2015, 塔楼,28,杭州
https://cq.lianjia.com/ershoufang/106110977519.html,万科观承一期    -  蔡家 ,3室2厅 ,95, 南 , 精装 , 低楼层(共28层) ,2018, 板塔结合,89,杭州
https://cq.lianjia.com/ershoufang/106114063370.html,中庚城C组团    -  蔡家 ,2室2厅 ,81, 南 北 , 毛坯 , 高楼层(共21层) ,2014, 板塔结合,59,杭州
https://cq.lianjia.com/ershoufang/106114086324.html,洋河南滨花园    -  南坪 ,3室1厅 ,122, 北 , 精装 , 12层 ,2004, 板塔结合,87,杭州
https://cq.lianjia.com/ershoufang/106114551822.html,中南玖宸一期知溪    -  蔡家 ,3室2厅 ,99, 东 , 精装 , 中楼层(共26层) ,2018, 板塔结合,105,杭州
https://cq.lianjia.com/ershoufang/106115124064.html,中海紫御江山紫峰    -  江北嘴 ,2室2厅 ,92, 西南 , 精装 , 48层 ,2013, 板塔结合,123,杭州
https://cq.lianjia.com/ershoufang/106120765730.html,沙正街社区    -  沙正街 ,3室2厅 ,105, 东南 , 精装 , 高楼层(共7层)  ,暂无数据, 板楼,68,杭州
