小区名称,均价,在售套数,所在区,所在街道,经度,纬度
"
文二路98号
",51844,5,西湖,文教,120.14751295119399,30.289715135010454
"
信达东莱府
",51842,27,上城,城东新城,120.23324049177496,30.305704201619683
"
清江路82-3号
",51827,0,上城,四季青,120.19602701822696,30.25098203877632
"
武林巷36号
",51790,2,西湖,文三,120.15930536694567,30.28313066845583
"
新明半岛涵碧园
",51784,9,余杭,中泰,119.95431699024901,30.245893042184033
"
风昀铭苑
",51742,49,余杭,未来科技城,120.03754499574846,30.280189870547833
"
西溪河下76号
",51740,2,西湖,文教,120.14787757340049,30.29730759223244
"
春宸上府
",51687,38,上城,笕桥,120.21501557975797,30.316855450134604
"
曙光路123号
",51661,5,西湖,黄龙,120.13820686543282,30.26206205521007
"
积家
",51650,43,滨江,浦沿,120.1519215651453,30.180086897082255
"
天巢花苑
",51607,6,拱墅,武林,120.16615566510367,30.277553462094335
"
汇鑫枫景苑
",51565,1,上城,南肖埠,120.2081566578671,30.267134453798132
"
中粮方圆府
",51560,28,拱墅,三塘,120.17496031672916,30.32095125394533
"
兴财名都苑
",51559,9,西湖,文教,120.14924533336998,30.292631087370935
"
风景大院
",51540,34,拱墅,桥西,120.13957893726877,30.32855856814857
"
绿城丁香公寓
",51534,23,西湖,黄龙,120.13813284505879,30.277468707233105
"
浣纱路
",51531,18,上城,湖滨,120.17296293442773,30.25833241088437
"
体育场路178-418号
",51513,4,拱墅,武林,120.18181393861754,30.27614645944697
"
新金都城市花园
",51505,52,西湖,文一西路,120.10376744913019,30.291400259458374
"
文二路46号
",51476,3,西湖,文教,120.15032186269313,30.290253847879704
"
顺发和美家
",51461,85,萧山,钱江世纪城,120.27058538741908,30.234898471918953
"
婺江家园四园
",51399,1,上城,近江,120.20352176075781,30.2448506884897
"
定安东苑
",51346,6,上城,清波,120.1767741752149,30.25023907809493
"
文三路52-1号
",51345,4,西湖,文三,120.15442595107659,30.284245665881667
"
紫林公寓
",51334,12,西湖,文一西路,120.09865662976172,30.2934899602617
"
太和广场
",51315,14,上城,南星,120.18404146679063,30.221801086453844
"
景瑞原墅
",51294,13,余杭,未来科技城,120.02428798269331,30.286655719374178
"
恒升花苑
",51291,3,西湖,文三,120.14951284875085,30.28330009025846
"
观璟庭
",51255,49,余杭,未来科技城,120.03764749240715,30.278132631329047
"
金隅会潮悦府
",51227,59,上城,城东新城,120.22973710028604,30.292160368480104
"
世纪新城东区
",51183,82,西湖,嘉绿,120.11785377783215,30.251886125202528
"
文二路66号
",51147,0,西湖,文教,120.14882501622188,30.290092000448958
"
和家园臻园
",51133,36,西湖,西溪,120.15605664506884,30.28108347148038
"
中城汇MIDTOWN
",51130,94,拱墅,万达广场,120.12351903136138,30.333473978662187
"
云荷廷
",51117,105,西湖,之江,120.11208908188297,30.174779782001778
"
紫玉福邸
",51041,18,上城,火车东站,120.20624982476106,30.302309085806396
"
中山中路312-404号
",51035,8,上城,湖滨,120.177308936485,30.25649284224982
"
顺发恒园
",50995,48,萧山,萧山新城区,120.25979314502219,30.207331003507726
"
青山湖玫瑰园
",50924,137,临安,临安,119.80386923259066,30.263567207894578
"
钱江三苑
",50851,28,上城,钱江新城,120.22049560269106,30.264318488795798
"
之江九里
",50843,65,西湖,之江,120.10078597314258,30.171867243799966
"
映月台
",50841,142,余杭,未来科技城,120.02001770779054,30.27840428140692
"
天阳上河
",50832,34,拱墅,桥西,120.13852118253077,30.318215177663163
"
越秀天萃名邸
",50796,27,上城,七堡,120.24260299112215,30.29818006583879
"
体育场路
",50776,0,西湖,黄龙,120.17135487773432,30.24220099758429
"
保俶北路91号
",50700,2,西湖,文教,120.14867508903224,30.294416025187864
"
佑圣观路5号
",50692,2,上城,城站,120.1810226212938,30.24616930615915
"
广厦爱丽山庄
",50692,6,临平,星桥,120.24746632732261,30.394873067767293
"
直戒坛寺巷
",50660,21,拱墅,武林,120.16833279833764,30.273994551981943
"
青年路小区
",50659,18,上城,湖滨,120.17405302816408,30.254076035396068
"
天阅云合源
",50602,31,拱墅,万达广场,120.14226603854077,30.340712447975438
"
闻博花城
",50591,76,萧山,萧山新城区,120.24936929771498,30.20368369038468
"
九溪玫瑰园
",50583,1,西湖,之江,120.11805832199677,30.189967609936954
"
宁东拥潮府
",50578,54,萧山,萧山新城区,120.27901302022202,30.210668109466862
"
星洲花园红树林
",50548,22,西湖,文一西路,120.10231632640937,30.297354209587326
"
文三路57号
",50520,3,西湖,文三,120.15449826467012,30.283712377331504
"
绿城交投汀岸晓庐
",50513,32,余杭,未来科技城,119.983824080488,30.27101417734509
"
得力名门世家
",50496,34,萧山,南部卧城,120.28223443361136,30.145194049017878
"
浦翠景庭
",50483,1,滨江,浦沿,120.14229837753912,30.17892371955351
"
绿城潮听明月
",50453,39,上城,七堡,120.25849644101854,30.307313907253175
"
保俶北路29号
",50437,0,西湖,文教,120.14687982547056,30.28446903806664
"
德信浙旅东宸
",50428,30,上城,城东新城,120.22514145912756,30.305811848740085
"
采荷路35号
",50337,4,上城,采荷,120.19949519613988,30.257650492434788
"
莫干山路347号
",50305,3,西湖,文教,120.12504597106724,30.31298940510994
"
翡翠江南华庭
",50266,43,萧山,钱江世纪城,120.26058248607382,30.237506005826564
"
锦昌文华苑
",50215,55,拱墅,拱宸桥,120.14810915656096,30.31664657135208
"
翠揽云境
",50191,72,上城,七堡,120.26194728163513,30.29856422614117
"
苏黎士小镇
",50161,21,萧山,湘湖,120.23837098403409,30.168619123363154
"
西溪山庄麓云苑
",50129,36,余杭,小和山,119.96948811268483,30.23008790804481
"
保俶北路99号
",50102,0,西湖,文教,120.1480947836728,30.29358296473989
"
荀庄
",50097,33,余杭,瓶窑,120.02854442369124,30.385172221639767
"
信步闲庭
",50091,19,拱墅,桥西,120.14175256711125,30.333541462905202
"
唐家景府
",50087,4,上城,景芳,120.22584348488361,30.273791662965667
"
运新花苑三区
",50076,11,上城,景芳,120.2334653376441,30.28064832838321
"
公元沐桥
",50063,28,西湖,之江,120.10480580046918,30.17128392955003
"
中山中路460-466号
",50056,3,上城,湖滨,120.17666341414552,30.260778824153995
"
紫园
",50005,4,上城,采荷,120.19702368819028,30.258799940269235
"
火药局弄39号
",49992,2,上城,清波,120.1743116503204,30.248419245010414
"
凤凰北苑
",49986,75,上城,南星,120.18708348856961,30.22636741336195
"
河坊街小区
",49947,0,上城,鼓楼,120.17787145539535,30.24565741382022
"
大兜路
",49936,1,拱墅,大关,120.16097908977187,30.31199586230554
"
江新苑小区
",49925,2,上城,复兴,120.16477434072097,30.210160165761025
"
融信杭州世纪
",49924,44,萧山,萧山新城区,120.28444462448812,30.150559610173055
"
西湖大道261、263、265号
",49902,5,上城,清波,120.16966471591729,30.25109754580059
"
星洲花园单身公寓
",49889,3,西湖,文一西路,120.10241181628508,30.295649309489495
"
万科坤和玉泉
",49799,81,西湖,西溪,120.10291280126799,30.313210216999007
"
昆仑橡树园
",49796,51,拱墅,申花,120.11425193205935,30.307791957636052
"
百岁坊巷
",49767,2,上城,鼓楼,120.18026501108771,30.244689558908394
"
中交悦西溪
",49755,24,余杭,西溪,120.03736317871324,30.286539396996087
"
金地大运桥西府
",49723,26,拱墅,万达广场,120.13718387511807,30.340846627130716
"
健康公寓
",49709,4,拱墅,丝绸城,120.18403499899097,30.27399260262754
"
国信嘉园
",49703,48,滨江,彩虹城,120.1682566220304,30.1955059811137
"
顺发旺角城二期
",49697,17,萧山,萧山市区,120.2701277905923,30.176156170749174
"
玉古路167.171号
",49667,15,西湖,黄龙,120.13922617269499,30.275740767949983
"
香积寺巷
",49650,4,拱墅,大关,120.15623289260989,30.30925080349833
"
金地玖峯汇
",49640,66,上城,九堡,120.2780295553497,30.328083503536273
"
布店弄
",49626,2,拱墅,众安桥,120.17342780752914,30.267868239814074
"
德信银树湾
",49591,38,拱墅,桥西,120.13943314228449,30.33319141710678
"
青春都市公寓
",49553,4,上城,南肖埠,120.20589122120147,30.265378725453342
"
富越香郡
",49548,56,拱墅,桥西,120.12647885818622,30.326904949829938
"
环城西路70号
",49518,2,拱墅,武林,120.16277237706143,30.273744488479586
"
荣安招商祥宸府
",49515,39,拱墅,三墩,120.10461895292309,30.338394282833836
"
环城西路38号
",49500,3,拱墅,武林,120.16398904204414,30.26942936867782
"
香兰名院
",49472,7,拱墅,大关,120.15557964484304,30.307086144608693
"
凤起路417号
",49435,1,拱墅,众安桥,120.17197066616141,30.269733559749618
"
文一路91号
",49417,0,西湖,文教,120.14902560784225,30.294453912663243
"
融信萧山公馆
",49410,33,萧山,萧山市区,120.27662379705714,30.177305331983867
"
金地天逸
",49398,104,萧山,萧山市区,120.24170145171233,30.184181440110578
"
滨江西溪之星
",49390,72,余杭,西溪,120.04843865683743,30.271575373076637
"
保俶北路95号
",49387,2,西湖,文教,120.14813008707934,30.2935211436675
"
大华西溪风情澄品
",49370,69,余杭,西溪,120.03958567637548,30.288314389601695
"
之江路51号
",49363,2,西湖,之江,120.13222729480566,30.198479616897963
"
光耀府
",49329,36,萧山,萧山市区,120.2898223304236,30.184145773013896
"
万家花城一期
",49317,90,拱墅,申花,120.12026617727919,30.311028498662928
"
环西新村
",49276,24,拱墅,武林,120.16473786951727,30.273630333925954
"
东方一号
",49273,21,萧山,萧山新城区,120.27821415713201,30.199405884430877
"
景宸天玺名城
",49241,90,萧山,萧山新城区,120.2476352087585,30.21704316292732
"
水沟巷
",49203,4,上城,清波,120.16742721655304,30.24422218218931
"
万科星空
",49112,32,余杭,未来科技城,120.0324198933224,30.29612850871479
"
钱塘滨和花园
",49106,4,滨江,滨江区政府,120.23136986038098,30.205186781023894
"
金昌春和钱塘
",49067,84,萧山,钱江世纪城,120.2629586838088,30.232768819657917
"
勤丰小区
",49062,21,拱墅,申花,120.12948099520055,30.31252205855776
"
景城花园
",49057,12,西湖,翠苑,120.13384172946819,30.28484296117492
"
枫丹白露
",49020,4,西湖,之江,120.08368807521842,30.180327757312966
"
坤和西溪里璞园
",49010,28,西湖,西溪,120.15605664506884,30.28108347148038
"
德雅花园
",49002,12,西湖,文教,120.14201280621751,30.296462473394143
"
柳营花园东区
",48963,7,拱墅,长庆,120.1810953840401,30.266744788557684
"
复兴城市家园
",48954,21,上城,复兴,120.16370760292787,30.214020081389673
"
大和里
",48933,4,拱墅,众安桥,120.17179441862035,30.26933064868419
"
紫樾府
",48828,74,余杭,未来科技城,119.99872885534012,30.275051252261616
"
顺发旭辉国悦府
",48816,11,萧山,萧山市区,120.27041318225281,30.180623407359818
"
世纪之光
",48808,123,萧山,钱江世纪城,120.26058248607382,30.237506005826564
"
文一路93号
",48707,3,西湖,文教,120.14906189938485,30.294267359580964
"
绿城春来晓园
",48686,45,上城,笕桥,120.21327295689916,30.314302032042278
"
近江家园一园
",48677,26,上城,近江,120.20976713998537,30.236305057462282
"
思敬里
",48677,2,拱墅,武林,120.14803289042315,30.325204543491335
"
中山北路369号
",48645,3,拱墅,天水,120.1746220148741,30.272181089662695
"
香洲里
",48592,19,余杭,西溪,120.04426710571019,30.2762237301128
"
秋涛路157号
",48545,7,上城,雄镇楼,120.18411315157033,30.227574569235077
"
东城印象公寓
",48526,12,上城,景芳,120.21471851012582,30.279346318071752
"
万安城市花园西苑
",48525,6,上城,清泰,120.18555088953906,30.26139466799673
"
凤凰山脚路
",48492,2,上城,西湖景区,120.175000560816,30.228603690171777
"
万家花城二期
",48459,54,拱墅,申花,120.11816611865797,30.309718945262123
"
新城西溪逸境
",48454,36,余杭,未来科技城,120.03043769238407,30.279464130489924
"
天钜银河府
",48444,87,萧山,萧山新城区,120.28764995820882,30.193908080673967
"
长庆街
",48435,2,拱墅,长庆,120.18183459964426,30.271792926198437
"
杭印路
",48435,7,拱墅,桥西,120.16284262455231,30.319740737150013
"
富星苑
",48386,12,上城,近江,120.20610744333773,30.243173180686565
"
恒大国玺悦龙府
",48357,46,萧山,萧山新城区,120.27527544048667,30.201211495556052
"
茗春苑
",48350,15,西湖,转塘,120.08586529828294,30.165062942888564
"
时代滨江悦
",48333,16,滨江,西兴,120.24173594664393,30.190521000770953
"
利兹城市公寓
",48289,7,拱墅,建国北路,120.18537464199798,30.27923302776916
"
竹竿巷
",48269,14,拱墅,众安桥,120.1721526089594,30.26542304006816
"
顺福雅苑二区
",48213,3,上城,景芳,120.2166601076551,30.272718496222694
"
雪峰清泰花苑
",48194,1,上城,清泰,120.18495746891915,30.25422530843648
"
绿城晓月和风
",48189,14,滨江,彩虹城,120.16599504807847,30.193946787694706
"
金都华庭
",48174,19,拱墅,流水苑,120.18193485053918,30.283699746777703
"
嘉南公寓青藤居
",48172,10,西湖,文一西路,120.1017573108905,30.293234255956367
"
莫干山路613号
",48168,2,西湖,文教,120.1490944180443,30.29840379574522
"
邮政公寓
",48162,5,上城,采荷,120.1955934061573,30.257218519890504
"
武林桥河下
",48146,19,拱墅,武林,120.16669500773185,30.273819031954538
"
金棕榈花园
",48077,44,上城,复兴,120.17061368585803,30.212874941969325
"
乐虹湾
",48057,128,萧山,湘湖,120.23414598372901,30.176086157567827
"
莫干山路343
",48050,2,西湖,文教,120.1590869888762,30.29021003371747
"
阳光城未来悦MAX
",48046,126,余杭,未来科技城,119.99421675659404,30.27466582933951
"
招商远洋春秋华庭
",48032,53,拱墅,运河新城,120.16928095980343,30.341606037129758
"
钱江时代公寓
",48031,58,上城,近江,120.21183414096383,30.24074598075207
"
天目山路20号
",48021,1,西湖,文三,120.13162129790862,30.246016042927103
"
保俶北路46号
",48018,1,西湖,文教,120.14496634490375,30.286247420976217
"
白金海岸
",48017,63,滨江,长河,120.1947392972784,30.208795492827246
"
采荷街道青荷苑
",48000,15,上城,采荷,120.20284057568959,30.255886014048816
"
安吉路
",48000,10,拱墅,武林,120.16763804885623,30.27415252753294
"
盛元慧谷
",47987,57,滨江,彩虹城,120.17081167239242,30.196604112781745
"
绿城汀岸芷兰轩
",47965,12,西湖,之江,120.09960110817491,30.16225932580874
"
宋都凯旋苑
",47932,40,上城,采荷,120.19933098589266,30.25570032277078
"
望林府
",47929,127,拱墅,万达广场,120.1177237031943,30.337706147241637
"
府新花园西区
",47918,13,西湖,文三西路,120.09820801599004,30.283937076168193
"
华夏四季
",47893,146,余杭,未来科技城,120.04062564466439,30.302337538079716
"
红石中央花苑
",47868,9,拱墅,湖墅,120.15975110613972,30.29070500786308
"
采荷小区芙蓉邨
",47827,15,上城,采荷,120.20187103455267,30.258928149769496
"
云裳公寓
",47812,3,拱墅,建国北路,120.18810288566235,30.27661047238058
"
高运莱茵传奇
",47805,44,萧山,萧山新城区,120.25150430042054,30.199547906138612
"
绿城兰桂花园
",47786,23,西湖,文一西路,120.10677255055272,30.289610744428625
"
近江家园五园
",47768,28,上城,近江,120.20701625902217,30.23821170038455
"
上河公元里
",47741,13,拱墅,运河新城,120.14176954508541,30.334596268246806
"
当弄新村
",47715,1,西湖,申花,120.08875155388651,30.323440590764502
"
皇亲苑
",47690,24,拱墅,天水,120.17228121037621,30.270575948051107
"
中国铁建国际城
",47620,75,拱墅,拱宸桥,120.16642111438186,30.335452899511523
"
众安蒲荷芸邸
",47617,60,余杭,未来科技城,119.98876538960674,30.271489521334335
"
钱江四苑
",47616,4,上城,钱江新城,120.21997898719226,30.26590470647034
"
秋涛路178号
",47609,3,上城,南星,120.18505277913376,30.227697749156242
"
孝丰路小区
",47603,9,拱墅,武林,120.16487495093808,30.27146144990351
"
万科公望
",47577,36,富阳,东洲,120.02681258049854,30.088477604320822
"
名城燕园
",47521,34,拱墅,桥西,120.14055773095244,30.3170597300313
"
国都公寓
",47504,41,拱墅,众安桥,120.17466297760535,30.269451202470137
"
木材新村
",47499,27,上城,南星,120.18575067268448,30.227405674409617
"
大关公寓
",47490,1,拱墅,和睦,120.14504054493888,30.309990273145964
"
武林路
",47480,51,拱墅,武林,120.16763804885623,30.27415252753294
"
比胜庙巷13号
",47479,1,上城,湖滨,120.17504053541121,30.25259811074549
"
和谐嘉园南苑
",47451,17,上城,采荷,120.21594029544994,30.258244129854116
